"","mod_0 vs mod_1","mod_0 vs mod_2","mod_0 vs mod_3","mod_0 vs mod_4","mod_0 vs mod_5","mod_0 vs mod_6","mod_0 vs mod_7","mod_0 vs mod_8","mod_0 vs mod_9","mod_1 vs mod_2","mod_1 vs mod_3","mod_1 vs mod_4","mod_1 vs mod_5","mod_1 vs mod_6","mod_1 vs mod_7","mod_1 vs mod_8","mod_1 vs mod_9","mod_2 vs mod_3","mod_2 vs mod_4","mod_2 vs mod_5","mod_2 vs mod_6","mod_2 vs mod_7","mod_2 vs mod_8","mod_2 vs mod_9","mod_3 vs mod_4","mod_3 vs mod_5","mod_3 vs mod_6","mod_3 vs mod_7","mod_3 vs mod_8","mod_3 vs mod_9","mod_4 vs mod_5","mod_4 vs mod_6","mod_4 vs mod_7","mod_4 vs mod_8","mod_4 vs mod_9","mod_5 vs mod_6","mod_5 vs mod_7","mod_5 vs mod_8","mod_5 vs mod_9","mod_6 vs mod_7","mod_6 vs mod_8","mod_6 vs mod_9","mod_7 vs mod_8","mod_7 vs mod_9","mod_8 vs mod_9"
"chr0:0-3300",0.163573058523165,0.0937862215242385,0.131395554404919,0.1174137816449,0.152230597071913,0.152923107771492,0.203091599069633,0.197053712024516,0.229111155761369,0.164159592996837,0.223910757111693,0.15155176969154,0.156000453448927,0.144668387620043,0.25097089702378,0.128332127474232,0.199607568728671,0.0686639132351972,0.137489775111553,0.170629226282053,0.194391084991469,0.249273250340316,0.247538161777044,0.216066689530448,0.231442460939332,0.19130527492928,0.196052707007735,0.20046499806512,0.176968701423202,0.229836924529048,0.0539991672674764,0.13029422854635,0.136914703390186,0.145019561645498,0.12421561596046,0.126515697953909,0.0683744467620565,0.115983987202964,0.0953040009111673,0.188195760818594,0.116378742579112,0.226961237044488,0.08421237826167,0.187973215282663,0.171533997982741
"chr1:0-3300",0.182854517693788,0.157549327660535,0.111485041705683,0.14885501227091,0.264787790510945,0.158844194386728,0.148378467609127,0.211939919369967,0.122225315064773,0.260394262727803,0.1795874609323,0.172448419477392,0.35088199227703,0.209151363491761,0.279550033788206,0.262488079906046,0.230357369948638,0.0986453199014135,0.0369736894644561,0.276732583750246,0.0707670128180111,0.0828805320684253,0.125580547179707,0.201451527474188,0.0765767955486167,0.225733816954356,0.106511493950197,0.153815203183343,0.177090763673446,0.168650595416782,0.26042201356928,0.10580377584223,0.0654751805343971,0.131687553837886,0.205626041487643,0.294459372533976,0.313325856278913,0.375622200516622,0.339244831922727,0.0758177117040005,0.19200411396356,0.216996921890351,0.208233569085314,0.165045918366427,0.359351285122366
"chr2:0-3300",0.110764446569335,0.133304914813492,0.260194142473784,0.219290820633434,0.148591931199373,0.072780457684394,0.0864489043217403,0.162038515775893,0.243714781333238,0.114295841216763,0.251439259666693,0.203659266536834,0.114273542404182,0.138664706061116,0.0672784578504948,0.0975714246774438,0.07966080479124,0.290974684129649,0.318894138009363,0.095803306459511,0.0812054795038534,0.151623139853213,0.20780484485625,0.157629386343475,0.208533931571995,0.223740728123095,0.319516972338437,0.139823667153561,0.268801232780024,0.232115032696315,0.212329214296718,0.266061216293913,0.234458789457118,0.21474325459416,0.16603998655215,0.162374809475692,0.0624070817922992,0.131445842382651,0.156162141147388,0.155319278119028,0.276416483020153,0.19651165579818,0.162240388523257,0.0955051954309413,0.081820912402601
"chr3:0-3300",0.157113274101519,0.187533119572025,0.200120560450474,0.134605497068184,0.196352800944272,0.253238195235346,0.105394173083956,0.199488915003714,0.199328812278108,0.0917798152625342,0.0790467299181989,0.0844517532899415,0.201737979990833,0.332167280125206,0.141972996730977,0.162996977644437,0.207434344679465,0.0578593329651736,0.124753492174872,0.239579933920584,0.281019627909349,0.124520651953643,0.206307574014614,0.23955183667899,0.139270348804598,0.187627146061143,0.250062424677372,0.182267478694605,0.182453372014025,0.214980822546407,0.199382034830548,0.358552475823403,0.103897750033855,0.180249536058799,0.272159573552063,0.0876546797654156,0.128081901993219,0.221487529545405,0.159919351666844,0.190096857334377,0.142249632709105,0.310226156239203,0.0714584655718242,0.19580432013835,0.154376350334191
"chr4:0-3300",0.0863857199653241,0.25353130077213,0.11043824848297,0.232643221887399,0.0778982733473878,0.0857857968193732,0.203539192065718,0.0952335198361132,0.1096958063899,0.322119962626429,0.113153189114033,0.228304610296402,0.11251934056647,0.12784175397212,0.1940391888562,0.0772797460655649,0.19973772611654,0.379077900705086,0.143502391899871,0.315416338620201,0.291293038365875,0.410834952504201,0.269312696380832,0.345407129711564,0.221528542431524,0.128988063092849,0.110835442001296,0.159876123430017,0.0929343681378403,0.14034902032366,0.210978873101115,0.195223752274907,0.26576226036941,0.183854451947305,0.223532196394613,0.13408442418424,0.159975137085325,0.156002485004623,0.18094819626877,0.213480353958103,0.131623611852302,0.179237745659379,0.116977126063302,0.13459047437472,0.161460924777761
"chr5:0-3300",0.279922712147973,0.202479592875604,0.236591401850827,0.138966936697876,0.150867088075079,0.186101892858826,0.0671888437229815,0.111054419275295,0.104482503342799,0.109415132684243,0.1611258750578,0.207280293813868,0.216500294834689,0.200496275345127,0.278637269675812,0.294086904100077,0.203934123241231,0.105400582971421,0.0926705590068815,0.165226255921866,0.072526512762552,0.229638673615854,0.200430161899691,0.233437709773083,0.0914002357052989,0.145006566931574,0.123288946223797,0.163758699524096,0.29906979392833,0.186234665022181,0.0978738535302753,0.141801569224297,0.0484473155403343,0.0986887952006965,0.261311772970825,0.0609030527069417,0.222889592324403,0.137951825925503,0.134235851997441,0.217467969831995,0.207709020161334,0.0729761697133651,0.0979337380329782,0.21858535665921,0.271553596933674
"chr6:0-3300",0.231068039584287,0.155068005940051,0.0972241493285595,0.200342040950062,0.135727513549385,0.0931686186720445,0.208641586613403,0.273102727498282,0.0875813413050927,0.121774354436089,0.212876567429222,0.16122878353461,0.128349677414679,0.170844614371845,0.145649770791732,0.120388721062306,0.164057347570553,0.185716151209166,0.259832711614976,0.31660718196571,0.158361637411124,0.117161399338631,0.264816755294281,0.241191414767441,0.0996180981689015,0.0833683656041882,0.216741882755502,0.0901506066082444,0.148803381803956,0.0748105712171238,0.102636382584535,0.114991558602178,0.160663228220683,0.133216474913899,0.149664305556231,0.125106719768467,0.0875004224147607,0.137729315325082,0.0389280210537244,0.045506631534764,0.168711079235353,0.157431368825933,0.184053508146838,0.105152546915871,0.161555091723099
"chr7:0-3300",0.266987850915659,0.191366873954071,0.117305865570842,0.140015869721089,0.0908869104239674,0.131531832732439,0.109834272232488,0.171655029023324,0.113934489470623,0.131859716989399,0.190408985394263,0.189819926171857,0.240319952224615,0.212842613662142,0.251744502087915,0.18445064995583,0.268871395166191,0.177245707858222,0.21727401615916,0.0708997235481446,0.0570771112304244,0.168851939943959,0.172923341812031,0.215701448570746,0.144952278319804,0.102665593984486,0.111727107964107,0.100116681107725,0.156393233514202,0.0635140547365159,0.138627574688469,0.168059664655662,0.153268614046041,0.166373974854366,0.133396801201811,0.128323786519447,0.117353132953256,0.150882779243407,0.202515109024662,0.149286289375455,0.153495460650806,0.259717976185236,0.181225858042368,0.176366925216878,0.253033445701142
"chr8:0-3300",0.113348159771092,0.201085513052291,0.290696457652741,0.141154554036796,0.133111597021068,0.211266653660142,0.145973650417181,0.126609769304568,0.22591718902965,0.266057941827013,0.266148097287225,0.216723483539854,0.177037942374207,0.244104802409564,0.181611494616445,0.195976556098465,0.174695497878521,0.180683833622171,0.133450335302905,0.0675141426790115,0.0291018539044648,0.108183114117693,0.085789828495763,0.0707446444548299,0.292306737600228,0.176684618052413,0.119035382140601,0.0929750995034696,0.173004690614331,0.136100936994379,0.137249434745474,0.229303391122159,0.135180873746303,0.261810021102592,0.206513997124019,0.133860128812463,0.139087932556702,0.237402319842599,0.0962322054482307,0.175616066037798,0.122812889057594,0.158812822565165,0.158929171223313,0.162073628531963,0.213937750802213
"chr9:0-3300",0.13268346454789,0.0336050764473482,0.240867736317789,0.264928222705651,0.112992396924453,0.209529351537297,0.240696605488581,0.0571288570122715,0.171408219846167,0.131079160500966,0.152668018317428,0.133769778458193,0.0365907650255943,0.135438756481167,0.250647674523094,0.119056556138389,0.29780211468802,0.243072839932577,0.216738442833478,0.10786525691033,0.142194670543672,0.211412293526087,0.216370152341545,0.132959061838606,0.105439694720085,0.150872055452725,0.145165439919445,0.127098570374751,0.258030658203773,0.302448033368721,0.154295610285161,0.0919062941334152,0.117668413713045,0.145738600532844,0.237460333817184,0.164017636496168,0.197845273735243,0.128067936961959,0.156864023698145,0.155009441140336,0.192762678758836,0.206863293297838,0.223060864447234,0.345657538129712,0.103248642408129
