"","mod_0 vs mod_1","mod_0 vs mod_2","mod_0 vs mod_3","mod_0 vs mod_4","mod_0 vs mod_5","mod_0 vs mod_6","mod_0 vs mod_7","mod_0 vs mod_8","mod_0 vs mod_9","mod_1 vs mod_2","mod_1 vs mod_3","mod_1 vs mod_4","mod_1 vs mod_5","mod_1 vs mod_6","mod_1 vs mod_7","mod_1 vs mod_8","mod_1 vs mod_9","mod_2 vs mod_3","mod_2 vs mod_4","mod_2 vs mod_5","mod_2 vs mod_6","mod_2 vs mod_7","mod_2 vs mod_8","mod_2 vs mod_9","mod_3 vs mod_4","mod_3 vs mod_5","mod_3 vs mod_6","mod_3 vs mod_7","mod_3 vs mod_8","mod_3 vs mod_9","mod_4 vs mod_5","mod_4 vs mod_6","mod_4 vs mod_7","mod_4 vs mod_8","mod_4 vs mod_9","mod_5 vs mod_6","mod_5 vs mod_7","mod_5 vs mod_8","mod_5 vs mod_9","mod_6 vs mod_7","mod_6 vs mod_8","mod_6 vs mod_9","mod_7 vs mod_8","mod_7 vs mod_9","mod_8 vs mod_9"
"chr0:0-3300",0.106148735171827,0.23232036312537,0.209693365023418,0.188278268806297,0.15942257026814,0.0656574595937666,0.151297029353964,0.117525340847577,0.187031025286528,0.170719101015949,0.229321064274339,0.132977414964693,0.080616218284113,0.166658974459558,0.0593329524263743,0.0872299588260955,0.0820704294291587,0.117362935567897,0.260161495280624,0.134369532669958,0.207261830882143,0.170172710532102,0.156310957802027,0.15275621984886,0.207689385383726,0.211155929916966,0.219380014283249,0.127100530241326,0.240389822516494,0.185497051180815,0.171219245331124,0.108575333728929,0.128321887597106,0.0871638257882796,0.131099473360741,0.142982220858743,0.0973795858547881,0.136756432781298,0.136241324582103,0.0806196572422373,0.149714504959595,0.205725421039996,0.14577539161236,0.1312369792493,0.103961687163559
"chr1:0-3300",0.156747772921598,0.187320273682886,0.201668448860932,0.191689113644357,0.173527222795911,0.147508305093218,0.163364800386733,0.129853555562099,0.152131119338066,0.163430246775139,0.164419750473259,0.121024553094803,0.219655794724576,0.160042428173141,0.142045306946602,0.0875682707338642,0.187078840891198,0.181247338748134,0.212150317860248,0.191819175078895,0.153104952964772,0.103295299431012,0.0848154690923103,0.215878978955013,0.159652868745552,0.201729989128369,0.196090087349915,0.110964569890137,0.118134009552114,0.134750275513202,0.147165839303384,0.107143413807295,0.176099678508635,0.0771635028569211,0.152950197323896,0.134344716924091,0.218778477489501,0.191559703491229,0.21443148896988,0.0976583635537732,0.0694028980109851,0.138740733275236,0.135017695051976,0.232648914828892,0.216214687860815
"chr2:0-3300",0.17149878866362,0.148421594134781,0.12715344915443,0.0238747928228837,0.102947636946105,0.170829905576788,0.216996980550006,0.0914662634585317,0.10198689103041,0.0908560273281632,0.173423150236872,0.151709966881904,0.161779676748438,0.143373822039104,0.106363866321432,0.18801487530336,0.126109952732285,0.224760592465391,0.202376235107453,0.143778586354212,0.144169437084895,0.0937562248943574,0.194231286789688,0.182320667369678,0.0629792800455641,0.0807339634041021,0.211937618946991,0.244531430509577,0.156171422759752,0.172124023405963,0.145147552547042,0.270459204431164,0.253805760642635,0.129376902761186,0.223843998123673,0.269629249112482,0.191804429952673,0.203541155112284,0.204609388042133,0.165858100592055,0.174868405601064,0.319038035837864,0.171219743069915,0.150495793163264,0.229988825810066
"chr3:0-3300",0.118298966996805,0.072571478871107,0.117856639571594,0.102820852790148,0.112401532363146,0.124788594606555,0.11797499184144,0.190798689638005,0.183169352202726,0.0972069434934256,0.19194241151548,0.144531987668644,0.133182745712291,0.145096886413673,0.162870502702711,0.131783645618555,0.0737253942418207,0.156774073968322,0.101987088463883,0.204985633282785,0.207525593065139,0.119687309854776,0.17624871301255,0.163365443606142,0.145309162488578,0.149986211271633,0.139851959348485,0.0645420693178849,0.142901106928418,0.205725306827423,0.162430018664599,0.183976352367649,0.152502857445654,0.204575830622273,0.145430830408716,0.107342766622674,0.214741678766219,0.213258132596021,0.0801364965859228,0.197070262885469,0.173433521014124,0.18105455956798,0.161716446394854,0.250162849206952,0.134531972477701
"chr4:0-3300",0.13096928252806,0.108203074778724,0.23908547860536,0.1432238367245,0.160396759274148,0.10731080617239,0.0962457102776657,0.220964447118232,0.136965245280444,0.119132110246548,0.102859957496938,0.149317558214701,0.204588947320329,0.130971116033776,0.175587106544214,0.194964077144403,0.161242357426216,0.228711353136413,0.158767543075872,0.195393254589577,0.0949962833074699,0.146924543430556,0.348271881019452,0.146943756193329,0.263473908759826,0.334234623034374,0.152558310820257,0.242715642991242,0.308603765939058,0.181008874800224,0.167924638073184,0.166561468992632,0.10916240114858,0.197953256141772,0.10796641497088,0.179296842700812,0.0926954510720107,0.1833366866199,0.244876412479175,0.121603347404775,0.308640210427602,0.216431005241476,0.208137512648413,0.145032489454768,0.244527992846569
"chr5:0-3300",0.192016476608902,0.137878194878869,0.162208753776949,0.213418568013456,0.221868539930524,0.176001857331517,0.168826168162883,0.253275776427186,0.14680814652016,0.0883930944198033,0.114914987456925,0.108009188705703,0.174486519683617,0.154642931113948,0.0938523535580136,0.184985858387078,0.31283462263063,0.165070637150416,0.0740747527727577,0.102150609754946,0.11447691009594,0.115506881185096,0.171046879677045,0.331228163926904,0.15952914483871,0.137220452624104,0.233089740949705,0.200040857553289,0.152069124673114,0.312682200757795,0.0835464192634768,0.203611994999912,0.119944659743723,0.207248576360164,0.398405797174576,0.270115756825252,0.0860810474570008,0.163981330688924,0.300736346387932,0.174332589980026,0.266125228855544,0.316581126781658,0.214267077627213,0.257001754362946,0.298326372866214
"chr6:0-3300",0.0849989752132883,0.151165161964046,0.244892093584751,0.115834344957566,0.139852675306447,0.118736771778548,0.0848522582949337,0.0618729395892032,0.187063016288414,0.0684758891319933,0.120236482160624,0.130883546289393,0.19045755924461,0.10855506126943,0.0922240422299187,0.119321067816373,0.176777571882286,0.124693546447307,0.0578771092564498,0.169910928996946,0.0956090480973286,0.0496227206449058,0.187667204023021,0.19315882015094,0.214324772486796,0.232920234513082,0.108406306353011,0.157898630479628,0.264887768036914,0.190375811390636,0.171392739627634,0.149456451743936,0.0837020834964496,0.283110996250713,0.176672726013371,0.134189696054248,0.123475636174382,0.114255805332988,0.288043963047374,0.0822565489627006,0.143775006530526,0.23089362390519,0.222705492340625,0.138335112378155,0.295759089612584
"chr7:0-3300",0.104956000129052,0.111515151889225,0.126944162572463,0.28571466534698,0.10421276090317,0.178803320436882,0.162587158836581,0.131317677422235,0.0696448606376302,0.180280722615329,0.118299787696504,0.2166405714774,0.129873997879353,0.198736944338177,0.123281463667707,0.151717575343342,0.087559801248592,0.193034793868136,0.279408501449356,0.0922861930375639,0.151826880578495,0.21181441152614,0.192840675858819,0.19579423732826,0.402064289587742,0.132073393492075,0.164375245371834,0.0926176855242324,0.116041929898879,0.118931942602655,0.168603201038014,0.362363874608305,0.228644730748293,0.351608690026844,0.200128430906509,0.149812678404833,0.131017998078712,0.119105549320672,0.0935963998332548,0.140979518463209,0.159475775898447,0.187244023121703,0.139896991265995,0.204072315329117,0.117774316680558
"chr8:0-3300",0.105736065747827,0.0603509249453051,0.143157833966108,0.120613227996962,0.092518622866426,0.217046866139524,0.173496748386937,0.197619398674592,0.26337270662978,0.113676081212886,0.195707344432279,0.207866665059114,0.112220290132363,0.0880754765507494,0.0947978205461572,0.111258674790374,0.178806335381982,0.126750295747957,0.245660316507598,0.134799351973905,0.241041924318914,0.057573147942066,0.0966755920214454,0.189048618098561,0.336732173167434,0.152164323937032,0.239794971908491,0.139556438712471,0.101034805179728,0.124760295741864,0.140726071782928,0.37147975610699,0.259173094713047,0.235831719030813,0.243349935748068,0.204140829727773,0.181472128017469,0.153350404364614,0.186719823120841,0.211474994914504,0.194233018653913,0.132351862420625,0.13985373623591,0.199039170822529,0.15815531270192
"chr9:0-3300",0.247912527159117,0.11357723642818,0.0879831223449751,0.220609152591631,0.44876189981452,0.207434947084052,0.168074817253208,0.0756767834790711,0.102845832558085,0.153952085460616,0.218965432923858,0.257631958714665,0.170170273401777,0.284682380794681,0.129777715594283,0.164213008326913,0.125417867669515,0.0790247747233305,0.22872129203006,0.205048160842085,0.126220276942777,0.102107619809998,0.208185428626827,0.149907989026029,0.212286839657207,0.270978334551487,0.176162757503503,0.118251410613147,0.0903258515799932,0.0797091031767878,0.0904063735830716,0.256318489638241,0.207285899008459,0.206808328153919,0.244384848639669,0.304200610613186,0.305455633930623,0.208532752104532,0.312275169315421,0.131836110479726,0.244799841443197,0.247207806148465,0.201419397077396,0.193714779237283,0.119857260943687
