"","mod_0 vs mod_1","mod_0 vs mod_2","mod_0 vs mod_3","mod_0 vs mod_4","mod_0 vs mod_5","mod_0 vs mod_6","mod_0 vs mod_7","mod_0 vs mod_8","mod_0 vs mod_9","mod_1 vs mod_2","mod_1 vs mod_3","mod_1 vs mod_4","mod_1 vs mod_5","mod_1 vs mod_6","mod_1 vs mod_7","mod_1 vs mod_8","mod_1 vs mod_9","mod_2 vs mod_3","mod_2 vs mod_4","mod_2 vs mod_5","mod_2 vs mod_6","mod_2 vs mod_7","mod_2 vs mod_8","mod_2 vs mod_9","mod_3 vs mod_4","mod_3 vs mod_5","mod_3 vs mod_6","mod_3 vs mod_7","mod_3 vs mod_8","mod_3 vs mod_9","mod_4 vs mod_5","mod_4 vs mod_6","mod_4 vs mod_7","mod_4 vs mod_8","mod_4 vs mod_9","mod_5 vs mod_6","mod_5 vs mod_7","mod_5 vs mod_8","mod_5 vs mod_9","mod_6 vs mod_7","mod_6 vs mod_8","mod_6 vs mod_9","mod_7 vs mod_8","mod_7 vs mod_9","mod_8 vs mod_9"
"chr0:0-3300",0.210548753573802,0.204098409737391,0.174345821439503,0.201834815268676,0.181680160962183,0.0687827626544277,0.119798153356707,0.146309745597818,0.300529565943897,0.262350966862076,0.148753726801052,0.25477522796066,0.159768703734856,0.347263623938166,0.329066141160063,0.297756838643816,0.411412956273537,0.226002650917061,0.141573702584063,0.291129891218721,0.143111864726672,0.188075859195989,0.156361921029409,0.206403852224764,0.156897039774737,0.0562341821187329,0.215076091258798,0.206520386806576,0.123247559121948,0.344806027627613,0.323570745203117,0.157714176028508,0.0888210047376104,0.148061854728526,0.234868832753311,0.232683662097564,0.246784341522079,0.203260981432362,0.328754104180895,0.0663374070733794,0.122265188531635,0.189799589507868,0.0742260280481665,0.217777518816887,0.232314025792162
"chr1:0-3300",0.0387836522159455,0.228824183862107,0.145500774076421,0.129403623011071,0.135210067795925,0.135718713104471,0.0954982752458048,0.118626884953801,0.174156335298728,0.179935727154234,0.183963587814949,0.0757153115922724,0.101924780090031,0.0754501840114316,0.114541471878557,0.136785250246235,0.0923574638140753,0.172276956317403,0.163304397027699,0.202294386011354,0.187462720413247,0.21564467896525,0.101560678004373,0.188018704203973,0.0864632509794978,0.129568146599288,0.0806889368124607,0.220833307045,0.191764667446625,0.155619695698761,0.0819490089225007,0.112434500944534,0.138162828016236,0.211245335263063,0.148715783086254,0.0928791778881814,0.163049393756102,0.234366085639064,0.129176776534752,0.146871471324392,0.0628927042351659,0.134330884088149,0.171340563330711,0.0703023923058786,0.154168253403143
"chr2:0-3300",0.0941758613462021,0.148701055826953,0.141486494047936,0.102499321575024,0.208824278636859,0.118637934827172,0.0697437382515819,0.0513300782195186,0.160099275692658,0.171034560382132,0.197733558501431,0.149457843815141,0.221001972410742,0.118894983315501,0.133956803579525,0.129048786087654,0.134765063315443,0.119101870215958,0.0814751456274749,0.114042810249166,0.10792061917703,0.115582891757441,0.156206661205103,0.0845822056970677,0.0918199913859197,0.119083949266203,0.156010229530013,0.168316777057024,0.163596164557313,0.14822751175025,0.0950967907849528,0.133496269159759,0.126119582906785,0.1368040945995,0.135959642409872,0.190351684261025,0.22518392527917,0.212663101545506,0.208743603786543,0.124215987729947,0.121515802477184,0.205852474606969,0.10166345145329,0.219504381896548,0.159241918891259
"chr3:0-3300",0.181182589908368,0.310517600237346,0.303504662500913,0.255104593325581,0.197704606694974,0.0704004453098005,0.255769349865777,0.142606134992063,0.323557842581253,0.217992984132525,0.174869116749581,0.194283184141925,0.121690768149901,0.142445985723338,0.130959012853632,0.167299088110896,0.091511883141995,0.0831588548304416,0.113076491760444,0.19084079684953,0.289664451105866,0.161774241617399,0.222393089790284,0.13098844153527,0.192234954479833,0.129561440409191,0.255842265069083,0.153919508993075,0.228311402890269,0.0995750185840143,0.155700167663074,0.18778915436522,0.151553788787452,0.181577671673886,0.0967110811942276,0.129683639156003,0.113958312250789,0.0658780153209992,0.213660089967714,0.220882007363699,0.0808000002540712,0.28711868999099,0.0940084100854673,0.206451942854949,0.209645033928307
"chr4:0-3300",0.222372636809131,0.239366849136344,0.201018900763762,0.196895180307701,0.388097359032365,0.209546008024046,0.336523035133515,0.210036366513945,0.197218291218394,0.0760951796022492,0.12990715701891,0.151315731502317,0.311032014323975,0.304707820694027,0.248564245746801,0.105153464702614,0.191222893896781,0.11129233803464,0.141247028594633,0.231791513497567,0.280370717800293,0.185288859296494,0.0682560097387172,0.16580231095768,0.115735283107032,0.19322164879141,0.291375941844116,0.164357606441073,0.117708696775613,0.16800403841734,0.223158580511273,0.243280118272298,0.153484411083263,0.143477464956707,0.0957042458792151,0.400862862039631,0.136521227506444,0.261276699060168,0.264253753702801,0.362940156447993,0.30891890225555,0.214449883732692,0.17668165905325,0.174075884909638,0.167484992074898
"chr5:0-3300",0.161964736660211,0.165096862266416,0.143872627502733,0.210064334176846,0.2735972524447,0.278623954358669,0.198545301413997,0.2156502266668,0.0766351300716304,0.190726462263287,0.107401774981006,0.181039516039611,0.174225571908435,0.236231318788215,0.0649110958384352,0.170764856719942,0.236373771570606,0.179528169956253,0.174257250292185,0.21517529054252,0.192545060932191,0.193685517183513,0.225816583904013,0.16425515115931,0.19088659300204,0.292695658171842,0.237485722519408,0.195061069077304,0.136506373378012,0.1812706623444,0.198049278852128,0.0552532240883655,0.200220089385645,0.0841692299862643,0.167853896281028,0.160207684946989,0.0465536934408215,0.202947885575414,0.287086044376411,0.246177070939847,0.0920275033350074,0.181849203384746,0.234760388102603,0.225850289509619,0.207230395535705
"chr6:0-3300",0.107089696546623,0.109669877937265,0.107733052052603,0.156573421860393,0.180812478765336,0.195713006704478,0.101221518246674,0.191910960314517,0.225591614558992,0.17938201706209,0.0684943691726866,0.151687885776953,0.179776912804164,0.0895414509211561,0.167383707386653,0.0550060451674893,0.0580190005360778,0.190136644116259,0.23753644325127,0.149151365617486,0.155753748733799,0.209072325520613,0.0637420598587176,0.233943606002915,0.149033918517706,0.22524031979397,0.118489014259838,0.180967785449983,0.15477205888116,0.131527428360083,0.0468240569790441,0.164421709963366,0.0733572358423522,0.0995253671624396,0.22859290015461,0.218948471339271,0.177539018629311,0.0681773814141508,0.21129550280334,0.241587711800981,0.112295651169757,0.239239728658685,0.162604232342172,0.180543984919012,0.16473395318267
"chr7:0-3300",0.116134153194697,0.0917250856058651,0.189022130723525,0.110469939109973,0.0461982325850607,0.222270668286692,0.108727753335854,0.145663223367058,0.174117832662441,0.0899804614399222,0.12037843300603,0.165312325037199,0.115926269424432,0.297520260359612,0.107735111541086,0.125982744174429,0.151953663097723,0.195152263024542,0.141518158588907,0.0722045616031717,0.295584353501711,0.121334696606096,0.158044217418702,0.0735277939620733,0.194917699939899,0.141109798262354,0.143714411960477,0.216051637106316,0.10851633225555,0.0661503421708134,0.127192023480592,0.155387697491657,0.0905722777015969,0.170742905862295,0.0926120820872959,0.244605251024149,0.104756661919936,0.159983275452307,0.0682892185436628,0.295236932183538,0.153806738965977,0.185082876403043,0.0968718873293041,0.121111326513115,0.0554611199648212
"chr8:0-3300",0.225862917036936,0.177592968217615,0.240527734183117,0.157567062056065,0.184831672374096,0.212921731946974,0.178030737735231,0.333331017116279,0.154429737198134,0.151581774803158,0.135593619884093,0.212039805756973,0.159711034935644,0.266182503735415,0.305925306524895,0.135081609616483,0.141000110033203,0.0897756292817317,0.194787390272079,0.257136471806063,0.216074276239214,0.0932823325392423,0.254686828557992,0.110935975607104,0.230042428958949,0.251084953619196,0.293754165802809,0.139212083903265,0.223100667190685,0.132610540065164,0.0869904456600793,0.0693641880444394,0.0724182875447938,0.118871134843947,0.135527420905778,0.0765750132494925,0.224857685660985,0.18099698601873,0.10875636386539,0.277024091810024,0.148331699512125,0.131635451261368,0.287800810665097,0.14584627087041,0.154556413074794
"chr9:0-3300",0.172365985297023,0.138249103172121,0.117582320521224,0.0777409011075964,0.138005755680814,0.0880080091360155,0.137389917865656,0.234900214097543,0.11455766400771,0.108308358761217,0.182014628653681,0.247143722462375,0.154191087564286,0.286349610222194,0.124467929976963,0.0582126871019154,0.145316303219491,0.169725643063526,0.152759504258821,0.0830134239975204,0.152878630085901,0.0819700659050942,0.159520265098698,0.0989393730428004,0.211839472149525,0.12635223498628,0.077215900250729,0.137772226411407,0.131383316681714,0.167865488111374,0.227916865114431,0.11769119768423,0.176654260462263,0.293340930260078,0.234763132919655,0.188304682903946,0.0763644580566471,0.156020670293587,0.0918483722034517,0.168466278849807,0.162165715716121,0.151327020966428,0.16851502182287,0.0839779845602265,0.167526430557968
