"","mod_0 vs mod_1","mod_0 vs mod_2","mod_0 vs mod_3","mod_0 vs mod_4","mod_0 vs mod_5","mod_0 vs mod_6","mod_0 vs mod_7","mod_0 vs mod_8","mod_0 vs mod_9","mod_1 vs mod_2","mod_1 vs mod_3","mod_1 vs mod_4","mod_1 vs mod_5","mod_1 vs mod_6","mod_1 vs mod_7","mod_1 vs mod_8","mod_1 vs mod_9","mod_2 vs mod_3","mod_2 vs mod_4","mod_2 vs mod_5","mod_2 vs mod_6","mod_2 vs mod_7","mod_2 vs mod_8","mod_2 vs mod_9","mod_3 vs mod_4","mod_3 vs mod_5","mod_3 vs mod_6","mod_3 vs mod_7","mod_3 vs mod_8","mod_3 vs mod_9","mod_4 vs mod_5","mod_4 vs mod_6","mod_4 vs mod_7","mod_4 vs mod_8","mod_4 vs mod_9","mod_5 vs mod_6","mod_5 vs mod_7","mod_5 vs mod_8","mod_5 vs mod_9","mod_6 vs mod_7","mod_6 vs mod_8","mod_6 vs mod_9","mod_7 vs mod_8","mod_7 vs mod_9","mod_8 vs mod_9"
"chr0:0-3300",0.133677274396076,0.140591649115817,0.179272646697746,0.186646287693612,0.133969465645348,0.190915015799047,0.116510023697345,0.185652161408741,0.259239665975156,0.100078705377313,0.0733086437095868,0.129681727938457,0.083382347272687,0.12244615859547,0.155846923326025,0.154951743417481,0.178010560037223,0.216911166540909,0.108858235059913,0.0854018151712428,0.114079974537538,0.100862313657731,0.142393553343864,0.243328061290685,0.167916279633527,0.0897335936721944,0.0572579281567918,0.144719360555767,0.144463832215375,0.18920717228885,0.143831566882182,0.0870513561668746,0.209430959539608,0.182984608454599,0.269521858361833,0.0835041744221383,0.158386216838247,0.140638868270057,0.172503757521313,0.162041471377353,0.203758804511324,0.234078814151734,0.24624798492889,0.165467974105259,0.167700888541453
"chr1:0-3300",0.138629487354426,0.133872507209281,0.144198909364838,0.127669331288149,0.0871864828715249,0.147851542331449,0.167356368290026,0.156839349219143,0.0801905714958824,0.184311221354491,0.111991559161509,0.20362884919373,0.11172478630044,0.140232974789609,0.0676696071051928,0.145288471723002,0.103133043507065,0.205595337925239,0.275124654308083,0.166129694652521,0.14009635251293,0.131931215568466,0.198733494347979,0.0927593993238434,0.198708618099958,0.201185989784601,0.220707810172693,0.150902366755164,0.103734649115606,0.165958731512933,0.0509243588110289,0.0997562813140526,0.124014916249767,0.201810824844683,0.211036601214671,0.154082156587213,0.154609362532224,0.188437038960276,0.136772960830432,0.236844912750147,0.25069772369782,0.160766823681426,0.201497071099239,0.210481924589643,0.146411420909313
"chr2:0-3300",0.0806182998904533,0.119534636616696,0.166770056924343,0.10921257604569,0.0556061106735814,0.132643025284571,0.131760820663196,0.098394579956679,0.135553545901257,0.131301650269487,0.112070272433036,0.162729254898908,0.135622227507267,0.156932338826995,0.173279346066294,0.13896920654262,0.198463184726648,0.0820006377621002,0.126202982806047,0.142833378971091,0.159378155975022,0.160966222513496,0.156719234326072,0.147080375193288,0.191041153167478,0.173815949677122,0.132184357594609,0.1209833576584,0.188083342592365,0.13370142947234,0.137853603856971,0.147502860894506,0.162240539763386,0.0762284893844996,0.217916998426771,0.121614774312251,0.0642032050844968,0.12278048081713,0.214127619661503,0.145808268357857,0.194556106411228,0.137687780625988,0.18006063332276,0.108196191319335,0.298044439310397
"chr3:0-3300",0.145134733925621,0.0921080341356084,0.236840146773165,0.184018651091492,0.0936352818145187,0.257748442900241,0.112075611209912,0.11512248513226,0.165206858279784,0.127621669054372,0.216587932653616,0.170372491918074,0.0691491090623286,0.212812246659223,0.169108103844769,0.162134822160829,0.152145024804408,0.23225214922003,0.155635480395771,0.0315710598922745,0.227387333621264,0.136609804160009,0.13391724720633,0.196043657189106,0.123986947579263,0.205229526846639,0.297456453915299,0.20617675005553,0.302165838625334,0.175031218625398,0.09006510291279,0.309448953032918,0.177286936081277,0.19091967650213,0.113489110688321,0.189222340351033,0.127250354002213,0.158892608047235,0.112789658294132,0.222457196850239,0.245404557157698,0.276580068588886,0.0944691827957476,0.198776705385139,0.119212705729685
"chr4:0-3300",0.225646481133338,0.117442985941393,0.244849607357512,0.0943023581806389,0.262565475481117,0.126197403063454,0.13629282120176,0.234055457088058,0.198094929267619,0.131308865510814,0.107100153412756,0.0651281162827111,0.139635160419405,0.0963504310832354,0.0970722890818357,0.129615800421008,0.164099496192427,0.106865173488255,0.0830100201137731,0.123635335710092,0.0834849291297086,0.0798665397647536,0.126232337415329,0.0801221238870611,0.0711116374999117,0.148281869791328,0.136428771567472,0.128487437289795,0.113391738166165,0.13444300462501,0.0657037226251549,0.051433404668987,0.0528077674732621,0.108822892011573,0.0922624129119807,0.0813972567355537,0.114642141148505,0.198640007500232,0.0689819925536801,0.110531503590712,0.0473232225907778,0.145791339832834,0.158891125685476,0.223717090847607,0.156976743216717
"chr5:0-3300",0.134149089436978,0.152824833801676,0.262398928782057,0.13659883239463,0.0501624026666637,0.229712008138981,0.188658887342922,0.171037711490127,0.100974561934585,0.114273510937464,0.223618521979956,0.0973183740287697,0.11367405811004,0.146642165874925,0.179634794341966,0.165321590708815,0.196227597416792,0.143053659288046,0.102270417743198,0.184570843732834,0.233736671688807,0.122399890129444,0.211706060439816,0.144015194060593,0.196529282134046,0.170147106224101,0.0720049699048999,0.153143119265333,0.152405564581284,0.213602727077896,0.123036089775316,0.229691771127828,0.162106564990273,0.286440626720112,0.179057953388295,0.205831360781917,0.145821805977392,0.223211241341694,0.175207102155698,0.097166257615394,0.140765720731457,0.259868917508735,0.153925454116781,0.172873389802215,0.190081595809681
"chr6:0-3300",0.155875730440849,0.0854727450780984,0.0870250096834538,0.178444954498083,0.0854456137268482,0.105702770485981,0.129351564255212,0.171878807386543,0.157827656534116,0.0964745822041152,0.163457024680263,0.180390599147728,0.135978344651901,0.108581749798918,0.162618670229188,0.164827238616285,0.208604776854972,0.135389521096585,0.153637191601386,0.0989538269038534,0.142586311950396,0.101175678590159,0.151514507055285,0.117561733308822,0.153590101986085,0.135546156728337,0.0869929618983618,0.0878412676791059,0.178246985884675,0.144137476789618,0.170822860231388,0.181323856956921,0.151418400632408,0.0970475110737342,0.088337289996462,0.150532096483884,0.115013071272557,0.198014118910483,0.111229582782131,0.125262039012374,0.182286462087157,0.0524347998645768,0.296848935245846,0.142339482292643,0.162709303896262
"chr7:0-3300",0.1013189508497,0.115122098981678,0.0825002001690209,0.0781658456477679,0.106285118720553,0.12131777755735,0.171015261692577,0.172284880843307,0.182857969102224,0.090064566643383,0.130414362986797,0.114289709302934,0.138759636173009,0.0852337615777681,0.124928689078294,0.156701319809517,0.185681272373018,0.106118349743552,0.0800067068029137,0.109597498587817,0.141009220906289,0.0940975867867742,0.135729504364801,0.245144371499396,0.168533990153489,0.159902881258854,0.144809547128281,0.12721848756419,0.142105975314744,0.17836988646124,0.154539593107185,0.0664608873466866,0.204580506860449,0.0947031501482776,0.273284299842401,0.121890629307757,0.264952282468935,0.140048179599963,0.282035256703767,0.185742488903005,0.108785370381423,0.178035709947039,0.169529293549653,0.101841794168453,0.192407827116244
"chr8:0-3300",0.100236461851267,0.131464660615965,0.148230974868056,0.212883808628195,0.0778437618881379,0.14382316061235,0.253656494225986,0.0708610869094748,0.0963899716388078,0.136923288485512,0.127125877477943,0.116326830736456,0.1298525970316,0.150257408754704,0.172505461417094,0.114172222364398,0.0873362084727327,0.0897479291860835,0.223327100504949,0.0850739701173501,0.217557388193902,0.101437307350135,0.144726058591751,0.0803259225990076,0.162590652891501,0.167088357282886,0.0834384116228377,0.112400247322273,0.0558502560529876,0.0717108824254689,0.207042226259256,0.214874697427191,0.213646169648311,0.178339951667388,0.155932018513316,0.269667954396929,0.126432558426838,0.116534946896082,0.071996300039787,0.178286895898845,0.148120511554902,0.245715187043065,0.187693707936919,0.181150896426639,0.101539944994644
"chr9:0-3300",0.122143493950427,0.226273660631417,0.214889096546701,0.195339986195021,0.141015490419448,0.147800460942515,0.112898827412398,0.157530756266454,0.179629976293367,0.206110502816957,0.0517427404818383,0.102552548658955,0.137671479581875,0.111784774987058,0.210586169105858,0.0945530808098005,0.114716899944967,0.0889966487679815,0.132936409090874,0.09332848467171,0.12447937891593,0.181649081599441,0.104979806101968,0.0661397140713966,0.0912076141861102,0.124816976141424,0.157679626855593,0.097394126238234,0.103520666569841,0.110300305930976,0.0999764118853887,0.267250906523416,0.200113525227033,0.122595093479778,0.118386695317441,0.221165046922842,0.251633069608138,0.108318526540274,0.126082251513044,0.122436733953213,0.131194789199303,0.193155605872715,0.188044176578266,0.216294862539612,0.0362984357518198
